Day,Sales (USD),Unique Sellers,Unique Buyers,Total Txns,Avg Sale (USD),Wash (USD),Wash Txn,Trade Profit,Supply,Eth price (USD),Total eth vol,Eth change per,Bitcoin price ,Total bitcoin vol ,Bitcoin change per,Gas Price 
"July 3, 2019","$15,389.12",112,96,209,$73.63,$705.30,8,$96.86,"2,020",300.58,7.90M,3.14%,"11,900.80",998.73K,9.83%,13480141945
"July 4, 2019","$16,824.57",115,121,304,$55.34,"$1,970.25",3,-$31.33,"2,478",283.43,7.26M,-5.70%,"11,163.10",840.34K,-6.20%,12364123019
"July 5, 2019","$10,728.07",83,85,198,$54.18,"$3,505.53",5,$0.00,"4,762",287.15,7.80M,1.31%,"10,970.20",772.67K,-1.73%,14987264501
"July 6, 2019","$10,462.77",97,88,206,$50.79,"$1,647.52",7,$507.74,"2,366",288.08,7.56M,0.32%,"11,268.00",688.96K,2.71%,14142027457
"July 7, 2019","$18,330.32",100,91,437,$41.95,"$1,417.70",5,$0.00,"4,932",304.88,8.43M,5.83%,"11,415.90",601.93K,1.31%,11147195619
"July 8, 2019","$12,548.59",88,105,242,$51.85,"$1,467.01",8,$19.57,"2,391",312.23,8.50M,2.41%,"12,252.60",695.60K,7.33%,15397601493
"July 9, 2019","$11,334.22",105,101,315,$35.98,$645.67,7,$15.42,586,307.41,9.13M,-1.54%,"12,541.50",847.84K,2.36%,13383300658
"July 10, 2019","$15,447.42",100,120,273,$56.58,"$5,277.70",13,$26.70,"4,842",289.1,12.44M,-5.96%,"12,110.60",1.11M,-3.44%,12326418288
"July 11, 2019","$12,851.17",106,83,272,$47.25,$50.03,6,-$14.77,"4,707",268.72,11.36M,-7.05%,"11,342.30",943.13K,-6.34%,17687551350
"July 12, 2019","$11,429.05",147,116,292,$39.14,$510.90,11,$4.76,"4,722",274.68,7.95M,2.22%,"11,762.10",738.17K,3.70%,13888489542
"July 13, 2019","$10,805.71",107,107,226,$47.81,"$3,519.68",18,$18.27,"4,753",269.16,7.84M,-2.01%,"11,364.90",747.71K,-3.38%,11680585984
"July 14, 2019","$10,576.04",96,84,257,$41.15,"$2,301.12",12,$230.57,"3,005",226.62,11.86M,-15.80%,"10,200.10",840.76K,-10.25%,14577611095
"July 15, 2019","$12,326.10",113,105,258,$47.78,$438.10,2,$55.63,"3,029",228.49,14.59M,0.82%,"10,845.90",956.52K,6.33%,14426857237
"July 16, 2019","$4,383.44",41,49,74,$59.24,$0.00,0,$0.00,"4,810",198.87,14.52M,-12.96%,"9,424.80",1.05M,-13.10%,22122486062
"July 17, 2019","$15,934.99",154,134,682,$23.37,$632.78,5,$3.82,"4,909",210.95,13.51M,6.07%,"9,723.20",1.03M,3.17%,19083353124
"July 18, 2019","$10,400.22",110,98,526,$19.77,$931.69,7,$102.21,"4,518",225.23,12.65M,6.77%,"10,651.40",974.49K,9.55%,13195635523
"July 19, 2019","$12,113.30",110,106,280,$43.26,$24.31,2,$481.61,"4,817",220.09,9.38M,-2.28%,"10,571.50",727.79K,-0.75%,17348942255
"July 20, 2019","$11,689.40",133,132,386,$30.28,$588.21,5,$158.43,"1,820",227.86,9.12M,3.53%,"10,826.70",668.94K,2.41%,11840097601
"July 21, 2019","$11,667.50",122,114,339,$34.42,$963.16,6,$7.63,"1,838",225.01,8.50M,-1.25%,"10,714.40",562.17K,-1.04%,12479706324
"July 22, 2019","$12,350.36",127,116,332,$37.20,$440.55,5,$120.50,"4,825",217.27,8.60M,-3.44%,"10,412.50",591.27K,-2.82%,12142840638
"July 23, 2019","$8,638.77",122,120,394,$21.93,"$1,161.62",6,-$1.83,561,211.87,8.70M,-2.49%,"9,888.70",663.38K,-5.03%,13450918814
"July 24, 2019","$6,044.33",134,105,365,$16.56,$613.67,4,$112.83,"3,563",215.44,9.72M,1.69%,"9,804.30",639.54K,-0.85%,18814448444
"July 25, 2019","$8,740.97",102,90,444,$19.69,$175.71,2,$36.58,"3,623",217.65,8.42M,1.02%,"9,945.30",545.85K,1.44%,17932204080
"July 26, 2019","$10,361.67",128,123,432,$23.99,"$1,686.05",11,$330.42,"2,499",217.83,6.96M,0.09%,"9,831.00",493.75K,-1.15%,12838413297
"July 27, 2019","$10,745.25",104,99,368,$29.20,$376.52,6,$38.12,"3,813",206.62,8.55M,-5.15%,"9,492.10",661.89K,-3.45%,11947823376
"July 28, 2019","$4,696.73",84,94,292,$16.08,"$1,974.28",11,$0.00,"5,149",210.37,7.54M,1.81%,"9,727.80",518.59K,2.48%,10847884346
"July 29, 2019","$9,839.53",112,106,315,$31.24,"$3,010.16",11,$81.70,"7,371",209.82,7.20M,-0.26%,"9,580.90",510.90K,-1.51%,12397806559
"July 30, 2019","$9,244.49",102,111,241,$38.36,"$1,989.16",15,$0.00,"7,513",208.49,7.15M,-0.63%,"9,580.70",511.51K,0.00%,12981815912
"July 31, 2019","$8,621.65",104,133,298,$28.93,"$1,011.68",11,$8.16,"9,819",217.23,7.51M,4.19%,"10,082.00",589.84K,5.23%,13135247596
"August 1, 2019","$10,418.15",104,107,255,$40.86,"$1,193.70",5,$6.19,"10,473",216.37,7.09M,-0.40%,"10,380.00",608.37K,2.96%,18322408906
"August 2, 2019","$10,771.61",92,105,290,$37.14,"$1,142.76",7,-$820.33,"11,547",216.54,7.56M,0.08%,"10,520.10",578.29K,1.35%,14823555455
"August 3, 2019","$18,565.32",107,121,265,$70.06,$99.83,2,$12.70,"1,952",220.89,6.99M,2.01%,"10,815.70",508.75K,2.81%,17617275530
"August 4, 2019","$16,498.84",119,107,398,$41.45,"$1,838.23",8,-$786.74,"10,121",220.72,6.51M,-0.08%,"10,934.60",585.71K,1.10%,10409458393
"August 5, 2019","$11,441.52",115,105,281,$40.72,"$2,479.81",17,$61.06,161,232.45,9.79M,5.31%,"11,816.80",769.63K,8.07%,12210509054
"August 6, 2019","$12,466.28",99,105,238,$52.38,"$1,072.25",11,$190.29,"2,558",225.63,9.35M,-2.93%,"11,480.90",807.58K,-2.84%,12165349434
"August 7, 2019","$11,036.26",113,101,245,$45.05,"$1,421.79",8,-$236.82,"1,925",224.66,7.90M,-0.43%,"12,013.90",702.85K,4.64%,11738350907
"August 8, 2019","$10,437.76",116,116,238,$43.86,"$1,054.24",5,"-$1,315.37","10,636",220.16,7.54M,-2.00%,"12,191.60",592.15K,1.48%,12955325988
"August 9, 2019","$7,226.86",98,85,235,$30.75,$402.11,5,$40.97,"2,442",209.49,9.66M,-4.84%,"12,089.80",558.72K,-0.84%,13282666611
"August 10, 2019","$9,154.90",100,105,288,$31.79,$545.16,11,$381.42,"2,448",205.93,8.70M,-1.70%,"11,314.50",570.74K,-6.41%,12206554100
"August 11, 2019","$13,707.29",108,98,394,$34.79,$924.31,9,$26.85,"12,463",215.83,7.63M,4.81%,"11,517.20",435.83K,1.79%,11603713466
"August 12, 2019","$11,069.59",107,108,238,$46.51,"$1,394.09",7,$119.71,"2,470",210.45,7.94M,-2.49%,"11,394.20",391.08K,-1.07%,12880972727
"August 13, 2019","$16,044.25",112,119,297,$54.02,"$5,641.23",6,$15.34,"12,479",207.68,18.29M,-1.32%,"10,892.90",540.78K,-4.40%,18843208007
"August 14, 2019","$12,955.49",115,116,361,$35.89,"$1,304.67",5,-$39.73,"12,331",186.56,12.46M,-10.17%,"10,049.40",745.59K,-7.74%,12123884054
"August 15, 2019","$11,310.12",110,114,384,$29.45,"$1,148.40",4,$577.95,"10,593",187.8,14.03M,0.66%,"10,303.40",930.05K,2.53%,14148150754
"August 16, 2019","$21,037.58",99,104,309,$68.08,$157.37,4,$741.66,"10,595",184.55,11.33M,-1.73%,"10,335.60",798.67K,0.31%,12115168092
"August 17, 2019","$9,013.42",105,102,345,$26.13,$298.73,4,$40.57,"10,619",184.81,8.78M,0.14%,"10,218.10",497.77K,-1.14%,10569108357
"August 18, 2019","$7,372.15",95,74,251,$29.37,$280.38,4,$71.37,"10,762",193.68,9.11M,4.80%,"10,312.70",441.11K,0.93%,11034378823
"August 19, 2019","$10,770.12",95,87,209,$51.53,$685.45,9,-$373.12,"10,679",201.64,8.14M,4.11%,"10,910.70",519.01K,5.80%,13799990972
"August 20, 2019","$9,472.05",91,102,237,$39.97,$789.82,8,-$122.39,"10,709",196.14,10.01M,-2.73%,"10,752.60",515.47K,-1.45%,13732033156
"August 21, 2019","$7,570.39",93,97,205,$36.93,"$1,905.81",9,-$297.80,"12,033",187.24,12.98M,-4.54%,"10,141.50",717.65K,-5.68%,16137663683
"August 22, 2019","$12,040.69",93,96,374,$32.19,$836.41,5,$116.58,"12,034",190.29,9.97M,1.63%,"10,105.00",520.75K,-0.36%,14728994674
"August 23, 2019","$7,264.97",88,99,206,$35.27,"$1,117.72",8,$64.99,"10,259",193.43,8.56M,1.65%,"10,388.70",436.26K,2.81%,13885136910
"August 24, 2019","$8,051.20",100,98,230,$35.01,"$1,135.03",10,-$253.94,"10,259",190.15,8.38M,-1.70%,"10,131.00",463.85K,-2.48%,12922493779
"August 25, 2019","$14,710.46",97,108,236,$62.33,$633.52,9,-$57.13,"10,271",186.3,7.58M,-2.02%,"10,136.30",422.53K,0.05%,13825531935
"August 26, 2019","$8,243.03",101,83,202,$40.81,"$1,161.59",7,$137.76,"10,819",188.34,9.02M,1.09%,"10,371.80",568.77K,2.32%,17091718069
"August 27, 2019","$9,492.40",91,100,240,$39.55,$900.78,8,$522.69,"12,664",186.58,7.19M,-0.93%,"10,184.80",419.81K,-1.80%,14643027992
"August 28, 2019","$7,241.24",97,95,257,$28.18,$395.01,5,$156.68,"10,877",172.85,9.72M,-7.36%,"9,729.40",580.29K,-4.47%,14687429096
"August 29, 2019","$15,903.60",99,100,382,$41.63,"$3,851.40",8,-$986.76,"10,920",168.66,9.55M,-2.43%,"9,491.00",509.13K,-2.45%,14972039939
"August 30, 2019","$7,485.47",82,76,222,$33.72,"$2,636.72",7,-$29.77,"10,941",168.16,7.49M,-0.29%,"9,585.40",413.92K,0.99%,14683175769
"August 31, 2019","$16,159.44",88,99,206,$78.44,$501.00,3,-$11.84,"12,783",171.62,7.89M,2.06%,"9,594.40",311.49K,0.09%,14081874858
"September 1, 2019","$15,699.52",127,127,319,$49.21,$955.35,6,$65.47,"12,833",169.72,7.80M,-1.11%,"9,729.30",322.66K,1.41%,14737729279
"September 2, 2019","$30,507.43",109,113,352,$86.67,"$1,303.58",5,-$294.66,"12,982",178.11,9.27M,4.94%,"10,348.80",542.79K,6.37%,15926990579
"September 3, 2019","$10,155.15",83,93,165,$61.55,$306.30,5,$352.62,"12,931",178.81,9.03M,0.39%,"10,612.30",578.79K,2.55%,14923674985
"September 4, 2019","$14,674.41",103,91,206,$71.23,"$2,156.16",5,$20.30,"12,936",174.79,7.55M,-2.25%,"10,568.20",504.45K,-0.42%,14800053906
"September 5, 2019","$8,428.65",91,86,164,$51.39,$359.94,12,-$57.39,"13,068",173.83,7.40M,-0.55%,"10,566.90",402.09K,-0.01%,18537447007
"September 6, 2019","$14,669.51",87,79,184,$79.73,$360.46,6,$19.65,"11,389",169.15,9.98M,-2.70%,"10,309.30",643.02K,-2.44%,18511322392
"September 7, 2019","$8,316.61",76,66,119,$69.89,$140.85,2,$75.97,"11,108",177.74,9.05M,5.08%,"10,461.10",393.57K,1.47%,17638675225
"September 8, 2019","$10,324.27",71,64,113,$91.37,$441.29,6,$774.53,"12,474",181.44,8.34M,2.08%,"10,402.80",339.73K,-0.56%,18529952052
"September 9, 2019","$14,207.66",56,65,114,$124.63,"$3,791.02",7,"$1,050.79","10,587",180.65,9.64M,-0.44%,"10,309.00",473.76K,-0.90%,20493754439
"September 10, 2019","$9,940.42",72,76,125,$79.52,$519.93,4,$72.99,"10,592",180.05,8.27M,-0.33%,"10,105.40",383.22K,-1.98%,21909433505
"September 11, 2019","$10,705.81",73,81,172,$62.24,$973.99,7,-$853.16,"10,686",178.47,10.66M,-0.88%,"10,162.50",413.06K,0.57%,21354287415
"September 12, 2019","$20,810.69",104,74,297,$70.07,"$1,012.74",10,-$939.85,"12,626",180.87,7.19M,1.35%,"10,415.10",413.22K,2.49%,22875111264
"September 13, 2019","$13,478.58",68,67,127,$106.13,$962.02,1,-$0.01,"13,158",181.11,7.68M,0.13%,"10,342.10",365.52K,-0.70%,22002957173
"September 14, 2019","$11,889.77",70,62,104,$114.32,"$1,254.17",4,"$2,946.19","13,255",188.16,8.63M,3.89%,"10,337.30",326.44K,-0.05%,22838238246
"September 15, 2019","$12,102.61",73,75,186,$65.07,"$1,032.56",3,-$811.68,"13,324",189.1,7.30M,0.50%,"10,311.50",255.79K,-0.25%,22247768825
"September 16, 2019","$11,156.03",60,72,140,$79.69,"$1,220.12",5,-$60.56,"13,379",197.32,10.01M,4.35%,"10,255.50",372.53K,-0.54%,22828478879
"September 17, 2019","$14,167.42",79,54,134,$105.73,"$1,432.96",4,-$52.77,"13,442",207.77,11.69M,5.29%,"10,195.70",321.64K,-0.58%,26408295258
"September 18, 2019","$14,309.24",64,54,110,$130.08,"$1,413.93",5,$8.34,"11,399",210.43,9.78M,1.28%,"10,164.70",318.82K,-0.30%,28400755958
"September 19, 2019","$8,518.81",75,63,227,$37.53,$527.63,5,-$316.47,"10,908",220.21,12.42M,4.65%,"10,250.50",542.25K,0.84%,29790611153
"September 20, 2019","$12,167.32",78,63,148,$82.21,"$1,264.07",5,$568.55,"10,945",218,9.10M,-1.00%,"10,172.70",362.07K,-0.76%,28547468411
"September 21, 2019","$10,852.94",86,65,148,$73.33,"$2,988.99",5,$6.59,"10,891",215.22,8.69M,-1.28%,"9,993.00",326.17K,-1.77%,23160146334
"September 22, 2019","$8,888.88",57,52,207,$42.94,"$1,034.58",7,$286.37,"10,900",211.13,9.72M,-1.90%,"10,031.60",337.06K,0.39%,20620710292
"September 23, 2019","$10,748.30",104,69,135,$79.62,"$1,123.11",10,$216.10,"10,924",201.18,9.65M,-4.71%,"9,702.20",431.10K,-3.28%,25273983935
"September 24, 2019","$18,316.47",81,75,138,$132.73,$493.52,4,-$76.71,"13,562",166.29,19.02M,-17.34%,"8,513.90",933.16K,-12.25%,29005803910
"September 25, 2019","$9,437.60",73,77,132,$71.50,"$2,279.34",6,-$153.47,"13,588",168.92,13.88M,1.58%,"8,432.40",696.11K,-0.96%,34523331716
"September 26, 2019","$8,736.47",89,82,224,$39.00,$495.05,4,-$61.05,"11,604",164.56,11.97M,-2.58%,"8,063.80",731.03K,-4.37%,24844463848
"September 27, 2019","$8,463.30",69,63,121,$69.94,$317.74,4,-$29.47,"14,165",173.19,10.94M,5.24%,"8,184.90",561.40K,1.50%,25309113745
"September 28, 2019","$7,396.60",80,73,116,$63.76,$454.23,6,-$42.96,"13,728",173.62,10.22M,0.25%,"8,208.50",457.79K,0.29%,22571983572
"September 29, 2019","$9,244.44",68,51,130,$71.11,"$1,656.24",6,$263.44,"13,767",169.29,9.90M,-2.49%,"8,049.10",418.48K,-1.94%,23509644437
"September 30, 2019","$12,299.22",68,73,155,$79.35,"$1,515.84",9,$153.25,"12,159",180.35,11.93M,6.53%,"8,284.30",600.26K,2.92%,21698036057
"October 1, 2019","$10,080.21",63,79,189,$53.33,$771.63,9,-$248.17,"1,606",175.78,11.88M,-2.54%,"8,302.70",533.95K,0.22%,14792630237
"October 2, 2019","$6,245.31",74,83,145,$43.07,$248.86,4,-$317.07,"1,638",180.27,8.47M,2.56%,"8,364.10",405.86K,0.74%,14784178819
"October 3, 2019","$7,215.74",79,73,270,$26.72,"$6,722.15",9,$119.15,"1,671",174.54,8.89M,-3.18%,"8,226.90",460.97K,-1.64%,16416641528
"October 4, 2019","$6,490.45",44,60,106,$61.23,$745.87,7,$147.59,"3,888",175.65,8.44M,0.64%,"8,148.10",416.92K,-0.96%,16620612726
"October 5, 2019","$6,717.19",67,61,117,$57.41,"$1,416.53",8,-$209.81,"11,726",176.43,7.30M,0.44%,"8,127.30",360.92K,-0.25%,15308020009
"October 6, 2019","$27,886.94",95,67,288,$96.83,"$8,373.01",12,"$3,006.53","10,934",170.55,7.97M,-3.33%,"7,881.90",448.80K,-3.02%,13863525470
"October 7, 2019","$25,333.43",108,100,260,$97.44,"$6,510.36",22,$656.85,"10,971",179.87,10.95M,5.46%,"8,198.60",604.74K,4.02%,14672557297
"October 8, 2019","$15,212.22",132,99,442,$34.42,"$4,930.44",11,$619.28,"13,227",180.78,10.26M,0.51%,"8,182.90",469.04K,-0.19%,14792097829
"October 9, 2019","$9,415.27",97,92,200,$47.08,"$1,944.42",12,$64.35,"11,573",192.64,12.43M,6.56%,"8,566.70",636.43K,4.69%,16947877071
"October 10, 2019","$11,930.88",95,91,334,$35.72,"$1,523.01",8,-$2.98,"1,396",191.1,10.42M,-0.80%,"8,562.30",511.46K,-0.05%,15841678706
"October 11, 2019","$7,758.81",84,80,223,$34.79,"$2,122.08",17,-$73.99,"1,633",180.6,13.31M,-5.49%,"8,267.80",667.86K,-3.44%,15370015405
"October 12, 2019","$5,823.81",80,66,128,$45.50,$903.40,10,$24.05,"3,780",179.87,9.85M,-0.40%,"8,304.40",424.02K,0.44%,14536181143
"October 13, 2019","$9,570.87",77,60,119,$80.43,"$37,217.19",277,-$796.75,"3,818",181.11,8.22M,0.69%,"8,281.50",419.87K,-0.28%,15214219663
"October 14, 2019","$16,806.24",67,72,147,$114.33,"$70,967.72",415,"-$1,097.34","13,347",186.63,9.91M,3.05%,"8,353.30",505.02K,0.87%,15219524599
"October 15, 2019","$22,173.94",93,85,167,$132.78,"$63,281.25",258,$0.27,"13,359",180.59,11.45M,-3.23%,"8,167.20",469.73K,-2.23%,15110469830
"October 16, 2019","$18,042.94",81,78,172,$104.90,"$18,428.56",108,"$3,639.83","11,220",174.53,12.28M,-3.36%,"8,000.40",538.92K,-2.04%,14449734443
"October 17, 2019","$12,087.75",100,74,273,$44.28,$416.10,6,-$362.32,"10,984",177.31,9.45M,1.59%,"8,073.30",444.95K,0.91%,14111516782
"October 18, 2019","$27,850.96",91,97,153,$182.03,$824.49,6,-$1.12,"12,939",172.81,11.27M,-2.54%,"7,948.50",505.79K,-1.55%,14295776270
"October 19, 2019","$15,091.48",93,75,196,$77.00,"$3,525.79",18,$3.04,"10,754",171.91,9.89M,-0.52%,"7,957.30",428.83K,0.11%,14181262788
"October 20, 2019","$12,963.14",126,90,228,$56.86,"$2,795.77",14,-$320.80,"11,329",175.14,10.10M,1.88%,"8,223.40",513.91K,3.34%,15579342674
"October 21, 2019","$14,932.05",123,104,306,$48.80,"$6,504.97",15,-$3.76,"11,425",174.18,9.24M,-0.55%,"8,208.20",489.40K,-0.18%,15275793403
"October 22, 2019","$15,192.81",105,95,234,$64.93,"$1,367.29",13,-$178.71,"11,491",171.42,9.86M,-1.58%,"8,031.40",570.39K,-2.15%,16354366795
"October 23, 2019","$8,461.68",96,90,183,$46.24,$106.65,4,-$0.66,"14,232",162.28,16.00M,-5.34%,"7,477.00",892.08K,-6.90%,18828418999
"October 24, 2019","$12,133.22",94,83,239,$50.77,"$1,783.52",12,-$293.63,"4,020",160.73,11.36M,-0.95%,"7,422.70",586.49K,-0.73%,15247927380
"October 25, 2019","$15,956.95",98,90,199,$80.19,$83.98,2,$595.63,"3,114",181.49,16.19M,12.92%,"8,658.30",1.18M,16.65%,16022315848
"October 26, 2019","$11,842.93",90,76,168,$70.49,$646.99,4,$0.00,"3,132",179.62,19.63M,-1.03%,"9,230.60",1.78M,6.61%,16003775608
"October 27, 2019","$13,785.71",101,89,260,$53.02,$590.07,6,$1.13,979,184.05,14.54M,2.46%,"9,529.60",1.16M,3.24%,14662908845
"October 28, 2019","$10,935.66",82,85,170,$64.33,"$1,331.43",6,-$29.78,"1,006",181.67,12.75M,-1.29%,"9,207.20",1.04M,-3.38%,16063415762
"October 29, 2019","$9,851.06",99,93,271,$36.35,$390.63,2,$7.32,"11,097",190.45,14.03M,4.83%,"9,411.30",918.48K,2.22%,16275212916
"October 30, 2019","$12,974.90",100,101,255,$50.88,"$1,012.12",3,$10.29,"13,871",183.25,13.67M,-3.78%,"9,157.90",789.73K,-2.69%,16158350778
"October 31, 2019","$14,600.48",94,110,224,$65.18,$777.16,5,$0.18,"3,877",182.37,12.94M,-0.48%,"9,152.60",798.93K,-0.06%,15988367551
"November 1, 2019","$6,075.98",82,65,109,$55.74,"$1,430.23",5,$142.57,"3,875",183.12,10.78M,0.41%,"9,230.10",689.65K,0.85%,15357755865
"November 2, 2019","$31,658.15",86,71,151,$209.66,"$1,332.23",5,$3.66,"3,680",183.01,8.71M,-0.06%,"9,300.60",570.74K,0.76%,14245599208
"November 3, 2019","$10,319.46",101,77,198,$52.12,"$1,859.08",11,$284.61,"3,874",181.7,10.41M,-0.72%,"9,198.30",536.56K,-1.10%,14596844718
"November 4, 2019","$24,192.47",123,98,230,$105.18,"$1,520.84",7,$8.04,"13,922",185.85,11.89M,2.29%,"9,396.40",681.01K,2.15%,15086847398
"November 5, 2019","$13,844.31",102,90,208,$66.56,"$1,291.81",8,-$303.53,"11,738",188.67,11.78M,1.51%,"9,310.80",653.42K,-0.91%,14471734891
"November 6, 2019","$10,975.34",91,84,205,$53.54,"$2,513.24",9,$52.37,"1,824",191.28,11.72M,1.38%,"9,338.90",578.03K,0.30%,13890291945
"November 7, 2019","$10,990.88",89,94,193,$56.95,$952.53,5,-$41.22,"4,102",186.94,11.49M,-2.27%,"9,223.50",603.54K,-1.24%,17205356282
"November 8, 2019","$8,819.50",84,85,161,$54.78,"$1,461.82",9,-$1.71,"3,626",184.03,11.71M,-1.56%,"8,778.20",791.79K,-4.83%,14143518466
"November 9, 2019","$9,858.65",95,86,190,$51.89,"$1,887.54",7,$14.29,"3,644",184.96,8.31M,0.50%,"8,804.50",512.02K,0.30%,14334783126
"November 10, 2019","$23,080.15",84,83,212,$108.87,"$7,882.55",5,$109.56,"13,672",188.99,10.95M,2.18%,"9,036.80",581.57K,2.64%,13888122126
"November 11, 2019","$9,429.62",93,85,218,$43.26,$944.13,9,-$166.88,"11,516",185.09,10.26M,-2.06%,"8,736.90",601.16K,-3.32%,14764625146
"November 12, 2019","$9,696.74",83,90,212,$45.74,"$4,602.87",15,$20.96,"1,589",186.99,9.35M,1.03%,"8,812.60",575.16K,0.87%,14527702801
"November 13, 2019","$15,179.39",83,103,262,$57.94,$750.26,9,-$80.85,"4,816",188.36,7.77M,0.73%,"8,783.10",454.33K,-0.33%,14942230244
"November 14, 2019","$11,184.70",100,99,205,$54.56,"$2,481.41",17,$498.22,"1,742",185.25,9.57M,-1.65%,"8,661.20",515.43K,-1.39%,15987898238
"November 15, 2019","$6,472.94",62,56,186,$34.80,$989.94,2,-$18.27,"1,820",180.19,11.86M,-2.73%,"8,476.30",653.71K,-2.13%,14426485520
"November 16, 2019","$17,112.80",77,69,157,$109.00,$364.58,3,$0.00,"2,312",182.42,7.62M,1.24%,"8,497.30",471.16K,0.25%,13100698613
"November 17, 2019","$7,928.56",86,75,197,$40.25,$208.59,3,$22.25,"14,491",184.18,8.57M,0.97%,"8,509.80",531.22K,0.15%,13599253833
"November 18, 2019","$8,153.07",80,71,220,$37.06,"$2,231.69",13,-$16.65,"11,843",178.5,9.57M,-3.09%,"8,208.40",692.60K,-3.54%,21613413943
"November 19, 2019","$16,837.99",97,84,216,$77.95,$566.98,8,$173.16,"12,424",176.09,9.11M,-1.35%,"8,145.70",654.27K,-0.76%,14275368805
"November 20, 2019","$15,522.42",101,97,244,$63.62,"$1,435.39",5,$156.97,"14,664",174.96,8.39M,-0.64%,"8,099.30",607.27K,-0.57%,15039835571
"November 21, 2019","$21,265.81",89,85,"1,411",$15.07,"$3,325.47",9,-$820.69,"14,742",161.46,13.36M,-7.71%,"7,627.90",891.50K,-5.82%,17827294565
"November 22, 2019","$86,125.10",512,595,"10,902",$7.90,"$11,637.61",4,-$46.40,"14,780",149.8,21.12M,-7.22%,"7,272.50",1.41M,-4.66%,23870653045
"November 23, 2019","$67,315.18",545,563,"12,715",$5.29,$256.23,8,-$143.47,"14,829",152.46,11.84M,1.77%,"7,324.10",783.18K,0.71%,13470958455
"November 24, 2019","$67,003.51",529,471,"10,759",$6.23,"$2,545.55",6,$92.89,"12,655",140.66,11.39M,-7.74%,"6,924.70",904.50K,-5.45%,13759387353
"November 25, 2019","$37,151.83",464,428,"5,444",$6.82,"$2,564.11",7,-$0.55,"14,947",145.9,17.98M,3.72%,"7,115.60",1.29M,2.76%,20123981060
"November 26, 2019","$41,706.00",461,398,"5,689",$7.33,$136.11,3,$9.40,"12,788",147.61,10.84M,1.17%,"7,162.80",844.27K,0.66%,16321234587
"November 27, 2019","$54,927.91",508,398,"5,456",$10.07,$294.24,4,$1.53,"14,971",152.7,13.34M,3.44%,"7,510.60",996.49K,4.86%,14460479877
"November 28, 2019","$53,074.35",532,417,"6,138",$8.65,$537.60,5,$0.00,"12,862",151.07,9.66M,-1.07%,"7,426.70",737.58K,-1.12%,14616747830
"November 29, 2019","$66,723.37",567,431,"8,165",$8.17,$145.78,3,$0.00,"15,144",154.55,10.49M,2.30%,"7,742.70",766.71K,4.26%,13456025432
"November 30, 2019","$52,199.97",583,449,"5,681",$9.19,$445.40,6,$18.31,"13,053",151.95,8.79M,-1.68%,"7,546.60",650.60K,-2.53%,13169970955
"December 1, 2019","$56,049.97",577,413,"8,973",$6.25,"$1,478.98",6,$4.54,"13,096",151.04,9.91M,-0.60%,"7,396.40",777.00K,-1.99%,16157752499
